artists,spotify_id,monthly_listeners
Fernanda Takai,62Yab84ZgQW4k4nOUPqIxE,143900
Swingin' Utters,6zXHaJc2ZqAmSyxT606ccM,137300
Guns n' Wankers,2Om2j4cMIySCvHzsNarzCZ,0
The Analogs,4DPdJVsnD20hzE5msh7SvP,64500
Hateen,4KDa0GMe5CxKSxEGtGFkxk,114500
Dani Vellocet,4TYQRoAm3MVf5SrF8sFXAs,20600
The Falcon,2bgEvdWFSaBnrK5v1KzKG4,10700
Blind Pigs,2ByuJjoYOJ4Us8tzApEH4A,17400
Hazen Street,37F9JhFnJdNFJvI0QXMgWc,6300
Life Of Agony,4gyzQpfG5YQZJt2jj0IkEl,126200
Rejecta,2lmihUu4FzVOepdJpDDrof,248400
Operation Ivy,18XRGxd1b484f2h06cwvJJ,377700
Weichafe,1V9tvIpFfMl1cFJjxJKAre,25900
Hang Youth,33s4eablBmnrPlE3y6CZFR,15400
Gotu Jim,5rpTehBPpr3mo7L0ZDZhrQ,211900
Ratos De Porão,3d2xlrGC9JGD7ycsf0e8mF,67800
chelly (EGOIST),3Pd91SXUFKeNjB6tzhC8jk,0
InI,73kxDUq2Hl7Upy4o0yFxXv,392400
Magnitude,2NwDYPbgMbSAXLbTL0VaUQ,32500
Hail The Sun,0XblvrTo6mnHOxWIP1t5T6,673700
InDharma,6WDVnuk31MhWNTNs8uKhwg,26600
Nick Novity,0C9RZ1VFLujGBiLlvXZOb8,6000
The Psycho Realm,3WelTIRY2ET1Xhze34RVG9,143300
Moskwa,1zXQECDldNHoO2FeoVqGfo,16300
World of Pleasure,3SR0KKxXYspg7mJwSUsGBb,14000
The Meatmen,2Pu7FTzx1loEs7y6EWLljQ,7700
Straight Answer,3VegAsXH8CO9nUlZoKbnrv,7400
Cappadonna,0dS5xeDefwoUNasLUHnCjR,147200
Masta Killa,0ME1RawvWt3qOJnYnxVqeh,82500
Dona Cislene,5y1NGDU4pRq4WRT3ZGP1tz,13800
Pavilhão 9,5QTksGpRsgrYaFe1Gnf2AH,29100
Gridiron,2eIUyCr530XyFHd358dxYZ,32400
The Bouncing Souls,3mvTAjG7rcyk7DQzLwauzV,358000
Inocentes,5d1XMc4I3omXJKiYy8Yb95,35
Espécimen,5Mh3ytajhEkNUhgNEI4tvM,41300
Saosin,1NUOfvAhA9AvsF1ISMkgHX,1200000
Earth Groans,4jL8OQmf0x3KZa8g8kt28H,5100
Crypton,592FgKnDnLHT1jLLLwGjR2,74700
Shackled,3KwPuNzi77CtjWxVzHaGLb,2100
Sharkbite,5Z79q7U8E4bAH05OmlTBcI,3800
Chubb Rock,4dVRITwfej74WkmNpgYVPb,247400
Hitman Howie Tee,0QvOE5fpmcOxyhxXtdEmC0,0
Panico,4nK6Yqb9HnBWBjcxcPpwQK,43600
Saves The Day,5gWhlJBlLQGLOgYWO8lwCU,221300
Backdrop Falls,1sZ5yHQj8hmN2fS4s5vZdw,231
Lost Boyz,0OtigLoCgLYvXnMxbE5qH5,354800
RVIVR,1nfqdFH2ssg8oV0TYG2h6p,17200
Fake Number,20k5SIjfwIVAbfgXAhUZgg,43900
Pegboy,0uj4W914vJlmQyfKuvr9XW,18200
Dominic,0ZZjDFUhbIXglQl91pVAXX,3000
Dying Wish,0RFPV6FRmScQLjAtFG4O1Z,261
Re-Fuzz,3zw7BR7E9LWK6n6w3FKMxs,15400
Choking Victim,2E5ZgjjhiIZ1lrgGSRnKCe,103900
Germs,39zgKjGWsiZzJ9h6gbrPFY,174300
The Exploited,6NB4b8lltHCjOhW7vQZkAy,162800
The Roots,78xUyw6FkVZrRAtziFdtdu,3000000
Artifacts,4hz8ohK9ESaFbJBAXvWJGL,388400
Scarface,19KwjzvIL92r29IINtlPNP,1300000
Johnny P,2RdXF6BnaZAz1G44yNKJcj,5000
YOU LOSE,4X7iZbIqOVTBzFJODoiiuE,3400
NK,,
Uplink,4DiPWjMS6eMvPLNfQlA0vq,137100
Trespassed,4P64zOuVtzLwvGEMasQXl5,92300
MC Robs,4uKen0MeTvWMQgWLYJcfJ8,332000
DARE,73Srcf2vQT6EyAuAO536UU,263
Alpha Wolf,2tjnvrUmP46XNjFh9V0NGc,413900
Curasbun,4833ZYc59o7ZJFIAp6SHhq,13700
Anxious,4uOeSBqJoBz5OrxrsrTboH,118700
E-Town Concrete,23BNgBmmFDSh2EdJEYBC5q,42800
Adolescents,2sSmGd0x45FGBtjJwNBSFr,212500
Vómito Nuclear,24EpIrJSrwv1CpLQZlhdVl,26300
Blood For Blood,1x61OF80wiXb3qawWTGUDA,68000
Bernabe Cantlon,,
DJ Khaled,0QHgL1lAIqAw0HtD7YldmP,23700000
Amorphous,2mvAbMVwkxiZWJXjorKpdK,244200
GPF,4OoHneMX97SjUXKWgsyrP4,536000
Riot Shift,5J3RIw3YwgyXeosItjR9GY,223400
Ling tosite sigure,00DuPiLri3mNomvvM3nZvU,162800
Saigon,0mTfntDCCWRozUnyxpGf6E,48400
Corbett,0Dx1plzjqMuXdlUGYPW5pn,3100
Machine Girl,17Vw9uuOYB7XYjPt0LNFN0,966000
N.O.R.E.,4GMgdB3vwbBOc42hbXEi9p,4000000
Gemstar,5WooWF4HvIcgW0BDA2VBPN,704400
Big Mato,0tG3OtnzCjdbL1ZVkDprlS,711700
Silverstein,1Tsag5J854qxeOo2apszug,1600000
Emery,4feAxLUxIU7G4KXhH0h2ni,222000
Never Ending Game,1S8NfdnAl7u08mTjEtDWLp,17200
Bane,642LjKa4IEtNBet0tTOrlo,7800
Sick Of It All,1Px6nQCyIRM4Gj0tyvZ1TU,195200
KSU,0qp4NhoMGGrzCtWu4CkEsE,99000
Propagandhi,7qpy5KY3DVrezixTl6mziA,240300
Bitter End,6JJW6VnZR3rgxsfMAAtlU8,5000
Fernando Badaui,2XUjEQdOHDTCCgAq1XY4DH,0
Flicts,3sNclBHudVfCUPFqsHgvHH,11100
The Almost,5X09SRt3qx77eh0XRreLjr,132100
Zumbis Do Espaço,50D3DxCvODblAyVHqJWl7T,17700
Foxblood,17pjImdVvIja9Es8R436NP,35100
R. Kelly,2mxe0TnaNL039ysAj51xPQ,5200000
SWANKY DANK,4l96NtYOUSEKXTUxsyKxtt,35500
Aurora Rules,62OihV3Ra39e3uJGVpbqLT,13600
Billfold,0qDn1rpXxS949DOHCNPdM5,83200
Mesin Tempur,4uoO9PpHdogkgFsJi3x9pH,22300
NSD,79wYn0trIxj3ewBLhOBUzX,40100
DNC,5PHBmbSAJNOH6VBxKzHkZF,0
Anonimus,62lbdm09j0QUbWB7SqCJvt,749200
Bryant Myers,6w9ToX5slZ4uIdmD17hJ3c,
Noriel,3RtNN1VnooWEn3KQk03DUL,19300000
Outta Pocket,0mtMPfbdQSjhKxXVGgtLCx,124600
Bleach,2p3OqdSwnZIi2TtYHTfNds,6
Thrice,3NChzMpu9exTlNPiqUQ2DE,908500
Good Riddance,1Yunxnwa5znrQ9Ha7dZeHO,140600
A Wilhelm Scream,6v7mkDKyZ50l4Jiqwx2JLg,87400
He Is Legend,53cAPynhUIC5WFgPPfbp2r,62700
The Coming Weak,4y0y8JNwZUOyGGWUevwYvI,70
Cuban Link,3qbCFcZnQYYmmy0eiYVeHy,0
Sunrise,2hNF72jZIdOxa4AUp5nlWg,32100
Fugazi,62sC6lUEWRjbFqXpMmOk4G,1300000
Big Boy,4KZASFyJ2X2vDxIx6MKzol,53
Bodybox,0umvpzkCMoxVBy0IoNpN4Q,97800
Captain Jack,1b81zU0IfjHE8krv2IZ0Hf,1000000
Hellions,7qxdwOLF0xaMIp3jFdIspj,22000
Maukka Perusjätkä,2Wd5wWFS8a6ALy887YflcP,6200
Sick Jacken,2Rf13iETx8NVJLIc5N6Ub4,100900
Big Duke,47qOecnSdFN91g1S9vhSVj,2900
How To Loot Brazil,4P5NIrq7flK4SnQks4wAom,1000
Lords Of The Underground,17Q9sCBpIyS6yM2YyaI6R4,389900
Merda,3pz6yF6H8Q6HGEEKsEktOK,9500
Worst,50Gz8NDlBXc8bKNUqlQlQp,11600
Naked Raygun,2KWOkrj19TKU1ik6tugH4y,20900
Lionheart,6dOCTX1ATvti0d4uaxwlO3,151600
Bodyjar,2LyXoG111QdqfI0HLYQgvS,147200
TerrorClown,4zL9MTFtg43EJgwarYpPAz,36200
Sea Smile,3ct3zDqakyuMxobcowQhQv,4300
Bigwig,5sBf8ZpK2u8VXjsJ0e6Kma,35200
PEARS,1shBZ1oJHJaZaxq1Y6jyzY,11400
Buggin,3cMV6gZTWyfJZCaGl2eZBJ,9900
Stalag 13,0mIzEnUJCNI95eycUPRuZs,3200
Jurassic 5,6wFId9Jhuf9AKVzWboOj2B,826500
The Warriors,3od2UQAS3iCGYpCALB747x,19
Chuva Negra,27KoAEjwsS5Ie5M39iHL7L,6200
Terveet Kädet,3JmOR7LWdjIzQ7dEOfWk08,1600
Armor For Sleep,7eSbps3Uha3MMBNWhMYa2H,183100
Screeching Weasel,671sBQXQM2vHSu0AGvpfDs,138900
Incendiary,7zSWbahBX3VviPiILE0CJ6,13400
Cefa,47nyfQJpSHM8ezSh6QATyU,19100
Dj Kass,431Pb5EV8KsCBGTw96ZTQ4,445000
Cormega,4vQLu6vYK0hp8k0fsAzsU8,100400
Compton's Most Wanted,0SAPzv3jNXclYYSHOnJyjg,548200
Momentum,7l1y2qfjB7Rlqk1ordKmob,29500
Jerry's Kids,6XAj3VVSI7aXhYJHiOBebw,6800
Kid Dynamite,2PPmnWW92uj9Fjh3qkyd2d,9200
Thell Barrio,5JMS3Ijapn92ZJ8EKFcW59,17500
Killshot,2m5uCiZcpQ50tXsJrThFoM,94500
CIV,1PyldAvwu9cUk9wn2wBWh9,20200
Dead Heat,19iuui5P7sEZs1T7IX5Uh8,13300
Queensway,6TCDDImnOd4zkYrI0iBJSI,5800
Bull Brigade,5L5QSj7U8OMEq0T4lvrEU5,51800
Los Crudos,0O1weoUEd0dewmd4zEx5Us,24900
Cursive,1sylmUjlKYsLA49YtkNHW3,140300
Motta,1XB42EbDnTWLSbfiC2GMb9,8
Gallows,0LpwbxbT8dPiqUnul4ngzu,65700
Malice,1nfx4dsznUTDrb27remxBH,22000
Garrobos,57AMgLizb385ag1Wpe7A6i,22300
DJ Quik,0b2XeWDPeBiLeskT6RFqMb,722100
Suburban Scum,4PX5P76qLDOsy7XcouV7gy,42900
Volcano,74OKNye0WmRvgYXxxrhWSr,36500
Slap It Out,30FwsU4TQ0mGqeNndRqX8e,32800
Foghorn,4vr3bAVN2n2KQDb2tWXj5U,33400
Zerberuz,3mGoAiKqHBIjGFEDrJdUMQ,657
Stick To Your Guns,2sqrupqcoipb7UzVKApEnJ,263400
Trapped Under Ice,2x48WoJGRLCpCWHEKXMZoB,111100
Face To Face,515rjionhUQqCR43awqzC1,1700
Circle Jerks,4ubY8RYfXkcEqgjEMDuLYl,163700
Glassjaw,7nt6S4klYHg4I7Q4lTSmc0,292200
Callejon,1ce15ppX5OYxPsBVESZG3W,96200
Antifuchs,5cPSq1945RxgQSIHkxp3Jq,141900
Pilz,0ikq0Kz9luxcUkZkPAKHQG,22500
Chon,2JFljHPanIjYy2QqfNYvC0,199800
Basement,4DUQBYAyOTZotSEdKhaf6c,2600000
I Met a Yeti,3WXUVTFKEiMpV82ufkF7hL,42900
Atari Teenage Riot,1EMlPfrse4I1I1hA3iwhk9,125300
Fox Lake,7lmvHeAJ7CIhXCdLKjm7VL,460900
Sebua Tawa Dan Cerita,5a5jjm6nZYlHp10Lw6q6fm,850
UnityTX,3uPce3TKw7cjheMNhuhNs9,69100
Aftercoma,41XTvbdREmpvw1iw6TDojF,11400
Ipang Lazuardi,6j7d3OtOyA95ESoCHJIJEh,2400000
Chixdiggit!,5ttkgHyn4qW2qktFws8IlD,16700
Ten Foot Pole,27HBzx6Ox43GPbWLECgbFW,51300
Red City Radio,6SSXfZGnJaNajWRPGHq4JL,96700
Guilt Trip,256WuFTMIEOBMoHxy1U0Id,133
Alex Exemption,3NmoPTQbXwmGyrGBIYG855,0
Scowl,6hW33nVHPElaXuG2hQ0QOp,229100
Meu Funeral,6GEXLxhbbkxEeYkL9sl64X,20000
Lagwagon,66riGCPfih1Xqk81dDvpvf,392700
Cólera,6S6ll1Wa6FYvAgThEBX6qJ,28100
D-Sturb,7E6DrjKJieOdJKO8mbwCMO,712900
Toneshifterz,4LBa6kTLaQHiONCfTfTaXV,447800
Firelite,7FTQICqfx93tZdwZJb3wt2,213900
MBW,7tH1lySRhr6RBrMgXkSyMo,1600
Hyjacked,41I5Omr0jFpL37DcDTPINX,4200
Refuzion,1BpCQRsYuiRg1TXKR2SQe1,557800
Radical Redemption,3Ij56hbjOTHq8RgutQwfxC,476000
Coone,1Wt63OMKtv6v2ivHuQLm2C,1700000
Hard Driver,1rpLzYzfrueWdkpcIunZQl,550500
Bram Boender,1VUCpVmcvvkZ9W65lm7Wob,24200
Phuture Noize,7AGSJihqYPhYy5QzMcwcQT,377400
B-Front,6Xhhpra0X0hpvC3yZaQ0Du,338800
Zatox,27Z5l2Kfy1IaYZMg5INWqO,585700
Neolux,6kNykeJK1CTSW1zJYcAUvQ,65500
Digital Punk,3GAHYVHU0HppTq2qgzejcv,150500
Gans Anders,1uYcQaBi445h2pc0Fn5CFi,3000
Showtek,3gk0OYeLFWYupGFRHqLSR7,4900000
VÉRITÉ,1Fr6agZ6iSM5Ynn2k4C8sc,196900
Sound Rush,7IFPeV5Ew63S7Hid0AjNgK,884200
Sogma,1aQ5RklusunvA9N3kqbbJA,92300
LePrince,6CVjs7KznQ47r8xZwPtZsO,465200
DJ Team Oep Ze Kant,6CiszUAJcchkDHUmmlGZHz,3600
Outsiders,0aKXalHKVzkLJ6aeUY3HMf,1600000
Edrie,1WI0fCB3D3kj3xuSBdpEJW,0
DJ A3,0M7z67GRB2yhpXHNEcWRXR,2100
DJ Gijs,3sgZaqbTGKBdISPwi3OHPa,2100
Zyon,5vFNYfxQeOHxUUlXDltAS7,180100
Ghost Stories,6J6UF3GqOLdt6f4gfazSzf,259100
Bankzitters,1g9nyCbUH0kbNgXAsw7tUB,1200000
Psyko Punkz,18pYFSeMi7sOL6nGMICHtS,341800
Wim Hof,3cAZOrN5tj0BTt7jYb2VMa,43700
Zac Aynsley,4n6xUSrgVHhTJoc8JTcrIK,45300
Bass Modulators,1Uk4IDpF1OIuTzANugS5JC,435800
Gekkenhuys,0vp689eodFw3Fh2ctawZGB,44100
Atmozfears,0MBGxwmCdXdO26ojaNcT64,490600
Adrenalize,6GebWeCCtey5pbQepRYD6c,274200
Frequencerz,5cPNMq5lKAoAKyv5kdpz9s,364100
Delius,688kfDW4561PQyZkJCoGmi,6200
Gunz For Hire,0WbAxASsYdodSlqwserDAW,411300
Boi Foi Toch,,
Beatcrooks,5iBgiWQkLbV6KTkjd4lI7b,199200
Adaro,05ndiewdJogtosuRWN8iwF,375500
Outbreak,5tlPrdBVJtoK1uWzzFs4M1,7600
Level One,5gfLje7A2I9mMRVfuiphnh,108800
Kronos,2B3mYtzGes0f92Yfn4mVQD,534500
We Are Loud,2INDI0xc49oGYTZC7fBZjX,9600
Sonny Wilson,3gTl4XARdQR2Sy59osG0Ia,42900
Activator,64DpnouzC1UFq8WZpcIQqw,352
Frontliner,7momuad2Twkv5O7MY3dODa,452600
TCM,26JDxOz4FrVBX1AquFCzdp,359600
Rebourne,7ikySCCJo3shAEZsoKEtVK,65800
Envine,4jxFb0CASzyps1aMpZOxyi,63700
Blasterjaxx,37awA8DFCAnCCL7aqYbDnD,4099999
Maikki,6kK6lCbJfPgDH6plFWQQID,119800
Max P,7D76Zt5h5OIV4zHi1AtCqw,21600
Sub Zero Project,4f0OXMMSxr0r8Ztx6CdpAl,1300000
Bassjackers,6xQvQwZQQuq9R3TdPNbcR8,3000000
Blademasterz,10Sg7743IiFPQQIEDSU2sv,412700
Dailucia,3LMhH2ziOYh9UQWWCBm5KS,100600
Marco Kraats,1O2nfhQ9ZxTWY9eTC27dvp,248300
Insurgent,4JRbjks169tdPulAZNR6jn,1200
Nederlandse Hardstyle,3Kj6Jw1opUnWyO3EgKHd3r,75200
Carola,1ms2l3rB6iHHxtPvR9kxgW,284000
Altijd Larstig & Rob Gasd'rop,1MD43KaP0yNmH4ffApOecX,192200
Hardstyle Carnaval,3umiIpY0RkuJKnWvK2ntGm,5400
Barry Fest,3kH0MXsr8tprp65VGOuMTY,277200
Naomi,6yFlS6YLKcGtOhTnW0qdUa,30800
STUK,0MnM8NE69iw1cVc7GVIZ41,96100
Wolter Kroes,3aERYLqcdKbyI7pjmOgIpU,504600
Zanger Kafke,,
De Beatsers,6mCOXfm0CuBCx3RMBS5U2S,3400
Ferry Van De Zaande,513HKfoXzJv9CuXCuVurcX,15500
Fred Van Boesschoten,2jkRe25vWVWmLd56cIX7w7,5700
Vieze Jack,14VHCbKz3ITlGgh8Ozni2L,70900
Stepherd,7pryKhNYemTWyd5gtHL1yf,69700
Skinto,7pCceRnt5WCHV1TJKCthzg,47200
Jayh,1eLxAzPSnsl03ajNNihddF,525200
Immer Hansi,5pUX4FpriGXvWLiOdcugUH,717000
Nigel Sean,4INB4fkjhrcvgOrhkNtaxT,27100
Noisecontrollers,6qJ61DomA73g7jQEKESw9Z,434000
Deetox,0g6dKn3203m8rAtAyjIdZl,77300
Dimatik,2Zvo5BEkHyaHD1zk180kMz,794300
Monik,0X1VlaIWuQLvvBNHT3cOEJ,18300
Carroch,3TOcsmPjuFCARycuQEGepB,46600
Sickddellz,7wbCwmaAe2U6NoBrWBfeTz,38400
Dark Rehab,24jS2MsXlq7YvtdPeOt3xn,6500
Lockdown,2ZkVS0G1W9lznFudI1urah,0
EUROBEAT,0SRrNa77fC2NAePrH5Sjd6,1500
Low-E,1wAhUFs5xCbN0paxk1Gede,20700
Alter Egosz,1OuQMONPUTd25ebVOfiif6,16900
Brainkicker,6iLOWITsIVAD2uIrRnlNhA,10300
GVBBZ,4VaGNn14WfmwpsVvJ9mN7i,14000
Rät N FrikK,3tpUngxYl0s3jkqFUQjDEJ,20400
the Unbreakable,1OV2YgDC0IKS9Iw1s9z6bd,5600
Ephoric,2KUdPowv9jaSB82rvKX80y,55800
Francesco Zeta,3xaT0giycjaFADjAnrezrd,47700
Special Krew,7kjwXYHF7QavObEcFRJLpB,51400
Arjon Oostrom,2sdP2pb74y3kf44RxZwaCb,258600
Mr. Polska,1A6HQzOvtGaCYihOuIKjE6,3600000
Ronnie Flex,5eir5zFJpES4j7gsymbVyl,3100000
Reverse,1Hajf01K7ueCAwdSDmEkR9,39
Dark-E,6M402lSr59FPt4ChG6Zho7,38200
Sylence,0H6s1CbpvyZpA3hmZmuDxh,64500
Cyber,79i7bgIiU5tNoA1uozhWCG,0
PartyZany,4SmCINKTHgrqn66jlaETCn,1900
Zany,5lHeHJPYUJdDBXIApseBwO,405800
Wesley Klein,1FrJF7ob2Mov0nd7Kv7Lz2,369500
Snelle,3E31HqA00iCX9nRhesw6LD,1600000
DJ Maurice,0qadSnl99IzsHDlG1BEwcb,277500
Jelle B.,6WkfAgdkBGd4XyBtULC0pP,6300
Hak op de Tak,4N4zllt2MXplNv5tciBn9e,173200
Joeri Plaizier,5qp7iwZO2wQ3WzHZjvb9w1,52700
Peter Van De Veire,2w8DBeLfDsohvE17XHR3Yz,30100
De Kraaien,2TZJIIHDLfgdMLFejURyKf,193200
Buren Van De Brandweer,0478xZLaj8batwh7Ohh2nB,112100
Veul Gère,0KpEX9Hb9jJaxSEgDRMLbM,69900
Szeukers,2sfEidsUcCawvmu4wcCHdw,16900
Technoboy,37jL2LnGjAkadOCszr8v7C,2000000
Tuneboy,3mZnhzeAyjpFhO3cIepzBr,1900000
Redixx,0DMNLEumIV3W41jrcepByd,2600
Crystal Mad,2NyXMMvV782sHnPZogo3bH,3700
LNY TNZ,1x0ScxgiyFRQDKT4VwcLHa,871800
Justin Prime,0TFdkHvlyUVl9zrb4seHxJ,242200
Oxya,0jZeStEHilj6E2Yzbtd1oi,0
XCEPTION,3vH8Rv37KXuUZzSHICjTnm,87700
RWND,7kwswnyQhreu1ZhkvWnQ8Y,1000
Soulspeaker,0L18aW1HrslLAkfC2PFufD,57
Vertile,2CREMC4YATn7Bx9ZQku6IH,520700
MC Gee,6ETacqSV8fGQoyJ1dboFlA,10
Øien,5qNp5UbIhNLdYVIAg4Sxic,61600
Koalaz,7yyB7AhmuybIT7le7mux1n,4200
Deepack,5hnFqGY2kc233cXstqrGev,95600
Mark With a K,4OPaH4YIqua9DUnI7t0fOQ,573400
Benjamin,5FgAhHocNrSCn7Ox87uyef,296800
DJ Petit,0cTXRSVZ6qB7uj9AqRmHpD,2400
Russo,2rYWceJ64fH5hw2XkXR7ee,1100000
Shayla,4km3tvdhyz2AKCKhoFlNON,196
Linke Soep,4QFvT4PC5dNkInq5puvl6u,16900
Brian More,00biMyvE4rPEAahqphKmrZ,16500
Forever Lost,5QG0fGAvCl1iKbBonxZNSB,3300
Anklebreaker,33SlSV9Phemrs59SmjA2QC,58900
Niet Altijd Rozengeur,5Cnh1rfIQCdkffBZQALheU,2500
Sjpringlaevend,3krhP6kILH0q9AzqRX1GHR,2900
De Deurzakkers,3M5iN0BKY3bPXEvfjm7UgC,15600
Lamme Frans,3VTVxM9FFSMMrnO3nOh9Si,38900
Niek & Danny,2LIIPVgbol9VWXMjSED1um,150
Stefan en Sean,5tbip8eYCoZuXO0A8HV94h,63000
Bram Krikke,5B4zg4qSXc3znw9xUbh7mk,77900
Audiofreq,0hHKtZEXHNsXfgrNgU7Zkl,112100
Skytech,4CrDEHL7ysNabeYvL3xjUX,1200000
Rudeejay,2zC8RU0p5FvJeCPPLVBR8K,676900
NACION,1IYAQPPp7oqoKTfAhpUTUb,1800
Valido,6MyEsnc8o3ExhUZVwK6QI6,3
MELOLIFE,0FO6VRKZDFUckHWPLHptoQ,7300
Project 1,4dT5oFUtzhgpCx1s9Ggb4W,13
Unresolved,6glAHKAPvBPUQ4HQcYXxpr,189000
Artifact,39B5R5tWbwQyHX4AitOU9U,12700
Crypsis,4Kr8tEhZ6ecAQnqxd7WkTb,130000
DV8,1kYq8A3HsVh4308qNefGgp,16700
Tatanka,7r0XhTtL6mkH36KJtlkGlb,7200
Kalvijn,11X2JfCZ9k1u9xMKTGkpdK,37300
Uncaged,2HDeehZ2osQxtP45Q1asqo,48500
Yung Petsi,3fLUixLOM1KxH2PgdN3PMK,8400
KA$PER HITS,08n7QXVIuEl2JaPdBYRVsA,4000
The Kgb's,21F9AUtZQyr1Vz6RXMSVch,10000
Taylor Walcott,6MkgF3zsg2CMOziniReALJ,5900
Ezitsuj,21JA9FooMn3Wlaqfjq4MNx,19900
Ransom,0wZbdAcNn6AjGlNUZek9j4,112900
XO Nomit,5xhwxQYSuMEPRT0Npn2kA3,14
Flo43,4PPMLFExhNywjbSGQskB9r,443
Aline,0V8j5d1fOR9pp8uoGYTTJY,143
Otto Wunderbar,30kDj8cJixV9yr3xBFLNGX,29900
Mike NRG,3Csudva2RbRr3JwmsQZOe0,18200
Imperatorz,7eS0sxPiRLeafMwpgLJml1,134900
MC Livid,3GvnEADrxf9LST8avbLuMe,95900
Funkhauser,2sYp638IcOnnrIFRR63B9B,121100
Elyn,083jsGIxQK6LONX4n5qHh5,0
Neilio,2wgZcTOArO4znVZzjKkiOH,32400
Ohwin,1OGwZNkGSLDa6nBPhl0qLl,0
Zareh Kan,7LB40hAuMP0ttXsYEylx8k,11700
Blackjack,7xJ1azkOnMsjoelWjJDn2I,12700
DJ Virus,4IyDnIMY0GtNZXsKG9fwgG,24
Ques,5uFsGek10ioqb4ComCE3gu,32200
Maxtreme,3skGwvTX8jbm2EKf0Whe1j,162000
KAYC,5ap2HvPPq2pCVXjaoekTR2,10100
Stormerz,4FSHCrSzZlOrwOMmEInVwf,49300
D-Attack,79QnAdpXGrzcsIOFtW3gR4,29200
REVIVE,6ilunSmiKHt6sXusLweMWI,11400
Ihaka,5BBdtQn46DWRr3FZDkVm7s,0
GLDY LX,5W8ur0q0526Cj59h4qbmjl,157900
Rogue Zero,5f9KP2lluFnPK2IbvM3mx3,14900
Jay Reeve,5AVdeI8lS5HS9VGV8AUyS4,167600
Piqo,0Z0s2cD2uMliCezuanvDBq,0
Anderex,7wXBtpPB5GFddtz9OeBlPW,519200
Sins Of Insanity,41jZYjNEye7JGDj0xZELcL,8000
Blocka,2Qp2hJTsBS1b6aVIoGVyin,660
The Nasty Boyz,6OcU3UmKhF2bMKy2saQrYB,39400
Deluzion,3r40SMXcvhhDUE1xhU8MSB,62500
Regi,77ehFS1P2bU6Bfcs1qu6Jd,293600
DJ Jantje,7vDs6eleFanOJHBjpzsqyF,62500
MC Creature,1ouFQIKAI0vc0qd7o3954K,29100
The R3bels,4o67zz1xHg30uVfVyZdDWF,5800
Eternate,08M432cp5R6XCNXKMkidXB,13900
DEATH CODE,4TxNiQlZXcBj79ySTx9f2o,28400
Drean,0fIg6a2SOYU1IY9GOh7wTq,132600
Imperial,550b8T0chvvOkcIFueL0fx,4900
JOVANA K,7yWBWSzhjWlUVeW5ZrkuVk,1400
Adronity,7Mb5yxNJ3N7E5zy9SpnXt8,1800
TNYA,5uyrncH54t5oHqQVYgisiT,10700
Irradiate,3iVpZjQNb6mpiV5KY2xY9I,231700
Snollebollekes,2DbTbUZFWbi3U3QzgJqU0V,711600
Hollandse Herrie,45fw3tJfEBXeL16uYQ4HC1,1200
Crystal Lake,5DzNxD4vwCDEIa20oEzB9l,160400
The Machine,3X86QInWg7yupxaU3fvvjB,6600
Niels Geusebroek,7D22FhEGzT4jxbjWryB63l,322200
MC Stretch,6oIpax63yT9ajyekkcqv0L,53800
Audiotricz,52I8HbScEEvgwiiSDaM7gP,179800
Villain,0pDkimjmYwN7lQSFNjo6Bx,6
Rewildz,2dazU1L3zOpHEjW9OB2myo,6900
Dr Rude,5akubyqg9eYtnCtDEeJz2s,364400
PRDX,0U0SloMw2nZvUpsRKgkHYz,2200
Aversion,2ecqtRdHGMT1SSSaYXoYlC,348200
Faizar,2OuEx5nkUI4arwdwtRGE1C,16200
Exproz,22jcDppDfbm4cqqUDzM8tU,199000
Cold Confusion,4uNw48Ory7s2FsgxCgUOUr,26700
Dj Thera,3wnWv1CbRJ0JuDgOcsBPfd,42500
Jason Payne,7zNgBJI5ddd3GanVxVq6bW,24300
Builder,2UdwxqumLvRmYJbROLxazo,14300
Krowdexx,7Ecbym3UD6q848BAse6Qeb,1200000
Luca Lee Josh,2IZD1P3pUqxbWxq2ZlXOwt,7600
Alpha²,1Tdwaj8zRi9lqzsijL7dmA,36800
Natalia Isabella,5R76wfoxfTcjE0nA0VQ3Xn,4600
DJ Martiens,2pSgFST10xYaEQDpWmF5KI,22300
De'nie wel Rave,0t40ct33r6UVKOcAHWttke,6300
Ali B,5quv5QEyL2XAloebaau69m,712400
Poke,0hgX6slgQFj1QpjpKHbcK1,912400
Judeska,2eSebrxznYmpfRSr5wGM8H,7200
Bulldozer Project,0lrSSwfXkaQaG4uXzLirpH,5000
Skoften Sloopservice,7AfM80GvEJwIzxf2zocMtQ,41100
Delete,5ba4f3qddeYRq7BQcAtFBS,123700
Jake Reese,0eBOZ74PcpQb3SisNPgaRQ,335500
Odium,6J2T1atTrazMhACALYdA5Q,405100
Sub Sonik,4FApejrnKXgmvrVmBMRO2l,371300
666,76TM3QXivQvlLmZxdYxMZr,612700
Geck-O,5TfuDjIGoKIDy1c7l0DBsB,61700
DJ Medved,5hxGJlfFd90mi5ki9rCSkQ,120
Max Enforcer,18PNlguj4UWXG46wBu567s,203500
Elke Diels,3RX2Z3QpNFu8n5j86lbeBl,0
Josh & Wesz,7G7mVrnF4ag8MTX8o8sizx,56100
Pavo,7GiYRnCTrDAFmnhpcqqTwR,31200
