artists,spotify_id,monthly_listeners
LARINHX,00kQ5yo7yxd5KC1ihuH77i,1200000
Ikinya,3P9UYzQwlhR3HczWdbtcmU,99900
MangoLab,5Dy75ZScAdoNKi4vC8oCym,427900
Ebony,1UBSRfDGNkhpTWQeMyCwHb,2300000
Miraa May,2fOvE1l01YyORhYzwoaLCM,502900
Colette Lush,6cPaKxbdmfSTmt1wKh4GcX,138000
Eric Godlow,6lhr0nzsM2U8LzazhOvZAj,84100
Shing02,0FB6beTn4vescDdnHeCUm9,247500
Jeremy Passion,5Z8UTQtTYNu5o5FA66LFgv,880600
kaii,30FKMLZe54ybKyWQRSp8ye,8200
Idi Akz,7cmvUpGGozT8si6UDR0YHf,106500
liliomsaal,34DJ895nSG3Y2ZYogZg0I6,11000
TOB Duke,0swrkotfXHdeJNfkELoFkS,120600
89ine,3FyNBN3DLUkQ2WEi1vcyDl,15500
Joseph Tilley,12knc5DPOIJKd0qEeYaDVm,219900
iamalex,6M6LWvHKgBle8SUtSpq6SU,515600
Felty,5zNV6mtDd7Bo9ncZws9TFG,411200
Tiffany Day,5D5Qbe1lf3aMnLsPSzXItu,1400000
Tycho,5oOhM2DFWab8XhSdQiITry,1100000
Saint Sinner,0DoWlk1NzQp1VWVFtZOb8Y,213200
Satin Jackets,5Gn7NoCZvbVlGgtZMILRcv,883100
jesvn,36jnuqyCZ32CQVFXgoVwII,1700
Unknown Mortal Orchestra,1LeVJ5GPeYDOVUjxx1y7Rp,1200000
S N U G,0liH4Jfiz66Rqjz4DH3JZk,532700
Dyrean,5fn1tnRpZpWa31F9ZLPrjS,15300
TELYKast,7vWC03wqXwUqjPON8hc1tz,1000000
admo,6azdwGecDNGbIpCpOOdWsG,192500
Naomi Wild,5EBlHXi71tDXnFtroEh7Rg,445800
Charlene Su,5Ltw2zQx9zqzyXfsQkkFBD,53500
Dan,1RB4zAOvNQ4RZHMUa3fmK3,1800
Valera,5408YTsXEeDoU6JMfu6S1p,39800
静的 Static,6rEjEIfp3NSRteU3kJGSET,195700
neon,5FgClTZh072JkPG2OEDbuv,16700
Blood Orange,6LEeAFiJF8OuPx747e1wxR,10600000
LEW,74wwB8fuPfI5zliwuEy3IS,129600
Ocie Elliott,5jbk18C7YXRcEZxUWPJCyT,3000000
Dylan Sitts,6quCxsPM8fOxowmqOx5j93,248900
HDBeenDope,7nE3HHVn8oM8s3kA6cbL8O,191400
Sivarni,5JjYzdDYQMWMHiNPNtGFqK,49500
Jayla Darden,2FcXBEz4zZpJGNO8CSrchU,240200
Souly Had,20WmX0l9JgOpehDOAXY6iO,413500
Anthony Russo,6PFcrRZezCL5p9A0nwb7ki,242500
Kayli Marie,6kfzVF4QFErYpjmPx6bWMK,20500
omarr,6VlR5v7VgUjpqIrIgrZ7wb,28900
Mia Smith,6qZ3QAYU67N9H7IJc6rBvz,7200
nilöwh.,5nJZ8yWTYT9tGeJyUgbD8G,283200
SAMI,1MV7QdPnADuwOZBHqZory2,865
wave to earth,5069JTmv5ZDyPeZaCCXiCg,7300000
Blossum,5n57oRR8VeYTcFnpz6svA4,223900
OKAY! KENJI,00zm8dLiIe8eTAWaEsrOrm,17300
MKAY,4syLia9OumKwAqv3PQjNej,92700
Oatmello,0YAkOkbeAPiS35qyouiM4O,302100
Gareth.T,6R57JlNKlnNrYaji0vw8xx,1400000
Heather Sommer,0EHYuPn9Xng2lZP2cfz4cV,466100
Late Era,6SRj6cRWRVlDvFB0gHHVkN,16100
John Newman,34v5MVKeQnIo0CWYMbbrPf,18100000
Elton Baptiste,7qZ2onZeQHlYsD6ZoGzCcS,151800
Dreamer Boy,1UJKiAI4Evnhh1ExDse25D,181800
BENEE,0Cp8WN4V8Tu4QJQwCN5Md4,4500000
Yo Trane,4W49e48G0gg1pucAN6JiGH,244400
DESTIN CONRAD,4jwROPSUkTkohLCRiyjiZZ,1600000
Raveena,2kQnsbKnIiMahOetwlfcaS,643500
Jessica Andrea,3cxjLPoupULWAW15bgjkgl,59700
Chrome Sparks,2pTCZ9C1fXdaVlv6d5EIXM,563600
Brandon,3g0qiOCA33sK7z0EpfrvGs,41200
Carter Powers,5yMP7gARMBm1clLJLpNyDc,7100
Yoste,2wwZDwSBHaVaOI6cE2hfhf,123900
Madelyn Grant,7kdIgG6b9e3DZVmroWzu9w,467400
Orion Sun,2efrqekWSHlvhATD50AG3m,1100000
Tristam,28Ky95tmlHktB96DBUoB0g,502700
Braken,1SFSz2SewAsgPeFvGmAouI,274700
iithe1st,14oco62zVm1lZy1oOpm6Dh,31300
BEKA,1f7QsihhMxdhr7kLkS8Q1x,164600
Miró,2FvqeCJVyEjdfS2KqlYhi6,99400
Alextbh,0kXDB5aeESWj5BD9TCLkMu,54000
BEAM,46MWeeHNVMYRIIofQBEX98,2100000
caleblrt,7MMURmPxjylZqJVSR0VXVe,5900
De Lorra,5daHbk6DuuCUxXRoKWlf5f,65600
Ben Beal,0CTpeTOAvzc1FOlPj4uYWV,188500
sophie meiers,4Qz5J3GBpmR1LcPgqFbzlW,273300
Keepitinside,78cc6k0CLZpWYSO4x5xnro,29200
eery,2nu6ZVLgiNcRcWgDKUjplH,70900
Swell,33YDUWGeEOQ4fIjGkJAcaJ,66
MitiS,16yUpGkBRgc2eDMd3bB3Uw,340300
SOUNDR,0YnlfML5Nu6DrpCshXMH0X,62100
Imfinenow,4VegDdugwCSdbyoHdObFEy,42200
Free Flow Flava,7BvLgunXTcIAkE1uWNbbwQ,212600
NKOHA,74yb8EAWGPAcIUo6CFxKIR,110800
Cloud 11,0n6GDCiS5jdd397w26yQED,7100
Deno,58ICshZ0AgBMNJiLHK3U8l,748000
Dylan Rockoff,2L2hppNg0A5WfGJTChIJL5,61300
CHUNG HA,2PSJ6YriU7JsFucxACpU7Y,1500000
Glimlip,5wEF5my54dE5vMMmSUz2q3,250400
Yasper,1axdL80XjVHdInGsJbURyt,193800
Alex1,0FDzmUEXdafn3kIB3cWrF3,110700
SHURY,7luJJRhYeoWYyJ6GALZvjM,56000
Bombay Jayashri,5OTt6O4Q22YsqZDaWV6FqC,9800000
Ehsaan,2TtFAgogwuEBvXe7DecRzq,670
Loy,6MRzB5b9YzkH4u301606hl,227700
Alisha Chinai,4mBxoO0pAcMbAwuTcrcLMc,9100000
Shankar Mahadevan,1SJOL9HJ08YOn92lFcYf8a,29400000
Gulzar,0yRC5n90spXG0d3aiDQ0vB,10200000
Swattrex,1c4IXYT2idOski3WEtfJpW,728400
Wolfgang Amadeus Mozart,4NJhFmfw43RLBLjQvxDuRS,6700000
Květa Novotná,0Mzx3REleaRpvFCPy6IWuc,2500
Una Bourne,2BXyJMvfjjaYWJUd5TVe2N,52
Amalie Malling,2IyIh5dOYZxG8bShMbWEGI,1000
Hans Pålsson,7emtfPav5RiNZx2DDyCnxj,1300
Albrecht Mayer,1Mbvbes7vW2Pg3bWD9aDgW,175900
Vital Julian Frey,3aeN9HryR8VBvkHmeitHwr,6300
Deutsche Kammerphilharmonie Bremen,2g3N0oxbmn5Q95mYNNdIo4,126700
Florian Reider,6vle26Ub4Qwq7dnd8TBhJU,0
Johann Sebastian Bach,5aIqB5nVVvmFsvSdExz408,6600000
David Bell,29BEmD7wvKp6F5GTCcejY3,642200
Berliner Philharmoniker,6uRJnvQ3f8whVnmeoecv5Z,4700000
Herbert von Karajan,5zCaQxjl110XTrm4LQ1CxY,3300000
RIMA,07Dks31O4uNfUUafussnoW,234
Renée Fleming,3SK3gLBgy1jRuA4VnLlcs8,408000
Anne Sofie von Otter,4pFlv4QVInj7bAo0MqHpwW,108100
Michele Pertusi,5rw1xoECGR6GjOanoR5S9G,15800
David Syrus,487NLbb0IhXM5jdQSSLJGU,2400
Chamber Orchestra of Europe,1VfDXOsmvKAtebAZ9KxQhC,276400
Sir Georg Solti,0dicUFoK5LIbqu6OoHu8VH,310100
Vladimir Horowitz,4Ws5hSoABAwvGJ4LhHwHgq,527500
"Orchestra Del Teatro Alla Scala, Milano",7JdPe4gzrYmbcko3FTav57,325000
Carlo Maria Giulini,7LeEa79J3ePCT5pXKQ7Mkv,212200
Charles Gounod,42Vmza0WYHdhsgxFmf9Tui,694100
Kian Soltani,6TPa1gvIk1h4Iv1zJ2WUYQ,317500
Aaron Pilsan,2eI6Cks4QJJYwIxqx9W7Mt,134500
Barry Tuckwell,4FhjvKJ6w2iX3q8p2LpN8y,20800
phil Blech Wien,410bwl5KY3g0beQbvYGhQJ,2300
Anton Mittermayr,2xdjoH39yxG2EgAm9JEu8A,2200
Bernhard Paumgartner,4B3iYkHBDZixPAvjXWEWfR,995
Camerata Salzburg,2YVKCFWKG6JdDHKYvbEljE,130300
Mikhail Pletnev,2YdRnOqBXCl9g8xCLcGh8C,1300000
Gundula Janowitz,2VMPE6OWfNkGhnPe4KFLgX,105700
Christa Ludwig,1Jgntox16Lhl0bFoRhV3Ar,35200
Fritz Wunderlich,3jp4zawfeVYVpSzO2Yujbv,35400
Münchener Bach-Orchester,38hliKqnaGCbRmZcLNoDvX,130199
Karl Richter,3iamDPaou6RYgX0C43Qm6j,182100
Wilhelm Kempff,4F0h097DbL1XBqIbDw2xOj,92400
Ferdinand Leitner,2KijWsy9IabBw2joLYQ8kn,16200
Orion Weiss,5iT645Y7XQ99AdNq7hGI2e,16000
Boston Symphony Orchestra,0K23lQ2hSQAlxSEeZ05bjI,1100000
Seiji Ozawa,0atCvjK2GL6ezQFGOQOYQo,695700
Boston Pops Orchestra,7CIcEIOiWaZcEH35cpsdZq,569800
Arthur Fiedler,2JQBcP1ceEAdwHM6cvSCv8,321800
Lorenza Borrani,6uDumdUl8JzVq9EV58O0vZ,23800
Lucy Gould,4qhXo1SXU9cEWqthc9a12E,24300
Stewart Eaton,0goCBfLBPGkB72ubAzArK9,2700
William Conway,5GmW493xxhG8rIMfQ772y5,2800
Enno Senft,7E6qpJrYAwSXiRoIdinURK,2200
Stefan Maass,4OE0FgmZJ7YXhFGNNyFzP6,24100
Stefan Rath,51LkoMpGrtDSAH8JLDwjFG,23100
Beni Araki,5xot390AiXLP31vSxqETiP,93
English Baroque Soloists,3OtZV9aCZ6G004vjOQcf59,276900
John Eliot Gardiner,1qIRoGEKXINqrCx5N1engi,467400
Rainer Kussmaul,0RkCYrO4cNyWVkWeRBFco7,38700
Berliner Barock Solisten,7mEuyFgTPiTRgCh3Hzuwsl,53000
Jean-Philippe Audin,5ihHM2RdpbE8TG6OpDp6Lz,346
The Monteverdi Choir,0Cqfz92flAzrp94pgN1jEW,287900
Rakesh Chaurasia,10LLaI6A4jACT6M5ddEEFg,124000
Frédéric Chopin,7y97mc3bZRFXzT2szRM4L4,5700000
Benjamin Grosvenor,4imd50KIbHcyrStbIuZswj,648500
Vitaly Margulis,4soPfCyByGUFsZzpLXh36d,3600
The Norwegian Soloists' Choir,2Crdta0ibpPOJm61JSa8W5,6700
Grete Pedersen,3NHpDHzQbPw8FYfwRgfMOZ,6100
Kate Hearne,10huUfnEkhQdjOfjPHYgyi,692
Joakim Peterson,1cD4yQnMozWnvCi2jNa9ZZ,423
Christian Kjos,6vSkcb1prQIbTN5ZbTYjuv,729
Dang Thai Son,2J4B5XcqpWnrnA4zEBrfUN,7100
Peter Schmalfuss,7mOe6jfxX9EILXET9l5L6H,154800
Seong-Jin Cho,1p0J5PXJQMVqk5uVV4T1ja,398800
Ludwig van Beethoven,2wOqMjp9TyABvtHdOSOTUS,6300000
Murray Perahia,4EEQIAJoeN1V30MqFFtXxB,360000
David Fung,6jyGuBCyR8HL5J2HQ0CE8t,378
Wiener Philharmoniker,003f4bk13c6Q3gAUXv7dGJ,2800000
Andris Nelsons,6fkV4LaygxybcMjo4cJLrI,172700
Frederic Rosselet,41CsWOH8P65RIg5ElXDtSo,9
Daniel Barenboim,78sEozQOEJxzXegUuqRSgH,2400000
Makiko Takeda,4i4zZf583Efn6P7XzVuzu4,2700
Bruce Liu,3GMPZX0AZo90KkPjFpgPT9,408000
Daniel Lozakovich,6NYeMhiOjcNVSXwvkllyTe,497800
Chamber Orchestra of the Bavarian Radio,1exMi2O48sWX7WBiahbM4J,123800
Radoslaw Szulc,6dN7iTjre6UakauQQ0JhGd,130000
Olga Watts,0hES81SPAbU43TvM4FCzWV,111200
Christoph Eschenbach,0xfOM47aJ8EcFX7T6Ugr9W,157400
Olaf Bär,5JBjcnHu4vz2ENaF34qOTq,10600
Crispian Steele-Perkins,3M8Dy1ekfMo0gXomISv0vi,6900
Pietro De Maria,294ISqTYyzX5De1L27S2Hb,9900
Göran Söllscher,5jF2METFutHd3av3ITYTrL,491000
Danvendra Arya,5U83fpbPsUzYMcKlQZv1Ub,5100
Rashid Khan,1cw8NspBF8JctQm5rpn3pv,2600000
Palak Muchhal,3yMmYEklQ7gLOZXEFNd3xr,17600000
Neha Sharma,6WoarfTITiPkrGXcsqvWeB,47
Aashim Gulati,1PlqHT1CiitmQYcgGgub8c,0
Yiruma,0fauHpmSHwodVYIjTqOGHz,2500000
Sultan Khan,2eOZNXw0A4cQKmsVPpIcMY,1200000
Shreya Ghoshal,0oOet2f43PA68X5RxKobEy,52700000
Salim Merchant,1TbRSunWGZ46mqnapcWxrm,8100000
Sirkazhi Govindarajan,0POTtVVziAK15RvxYMP3H1,391100
V. Selvaganesh,5fHFkjKfYRCErfRi2T3Nzf,225400
Karthik,0LSPREIgGMZXCuKVel7LVD,14300000
Chinmayi,5UJ2sHO2ELrgW6aXeRLTQQ,25600000
Kadri Gopalnath,79iXBDwJoeVZZSe1AV7ta7,83400
Nithyasree,6yLXX4buMky6p4XAwLmrNS,503700
Ramesh Mishra,02DZGYHWecWEOSpMxFJrkp,125000
Soolamangalam Sisters,6gQPz9cuV4hTsMFOuw7eSf,468900
Claude Debussy,1Uff91EOsvd99rtAupatMP,4700000
M. S. Subbulakshmi,35NVYJXOwkjY8bpul6OBQl,766600
Antonio Vivaldi,2QOIawHpSlOwXDvSqQ9YJR,4700000
Cet étrange éclat,,
Gidon Kremer,24ibCRKLtfIZcfrixiBAsm,252400
Leslie Pearson,0vgwnEgt7fQ6Gni8yixpCi,60700
Claudio Abbado,6HclTVD03WSY6GUpN16BkP,1900000
Anatol Ugorski,7JJ6q1xkNvce4kNwrEuJRr,24000
Allen High School Symphony Orchestra,0LyYoFH6yrEOHxkPsNSXtS,72
David Devoto,6tuBYlhJJ2KJ6BJk4D0AXc,74
Michael Barenboim,5q3izGxzdw6r6FBkRK7A7k,5900
West-Eastern Divan Orchestra,5yoK1WIR8YxebzUx2wN1pC,9900
Pyotr Ilyich Tchaikovsky,3MKCzCnpzw3TjUYs2v7vDA,5100000
Andrzej Cieplinski,2EvSDRGvOyo4wYoVGmcr0y,32
Tymoteusz Bies,7aaNfAZLvLmLa97vyMlC4l,263
Michel Béroff,5NIKNgHIiBGMyIRnGWoRM5,36500
Cabin John Middle School Advanced Orchestra,04g4PQWN9uQKCtmAUPIeLH,22
Scott Herman,2gg0uSNRoKldMLoRedm19O,22
Avi Avital,3NbuyRJml6VdSfpDFC5a7b,172800
Venice Baroque Orchestra,68xp8lYo96f9PMra0LHHl6,146400
Krystian Zimerman,43wuPaPcZVMJQWLRaPR4Yz,723000
Sir Simon Rattle,4GQwgdcDQwqtcHICjUNndp,1700000
Renato Fasano,3BpPySDf573f7N62lx8H8I,2100
Luigi Ferro,5nS2rs37339UnIuQyewJwh,332
I virtuosi di Roma,7urncFKvXuGNcHSrBPT3rR,823
Cecilia Bartoli,3uw6GzeL10NfFrcikMo9Na,267100
Arnold Schoenberg Chor,2WyMSi625FrLBuYebIJjMu,29400
Il Giardino Armonico,3ffMbKIrSWo557U1wDxNDq,97300
Giovanni Antonini,6p4RwKsAymPrqeEEluZECW,76400
Anne-Sophie Mutter,6pzfUmBsQAKxOhy0NSi8zn,367900
Wiener Sängerknaben,0STz2kvDor8ZNKW08D769t,7800
Jean-Rodolphe Kars,5PXgZoCjPcqAsZk1ESRudj,32700
Arturo Benedetti Michelangeli,0eQTutigtSNq6DmsYU9hPS,30800
Paris Conservatoire Orchestra,6LhnhEI78rDEtmetQTjCwX,1400
Anatole Fistoulari,2WWEvS7IZ5jBu3EP1bqCea,16700
Jacques Février,1OQCyupovaAIbtFHIpbtyy,4400
Martha Argerich,66MvLAvLznk5UOvASVGjk4,939700
Nicolas Economou,7lG2YvP9ePFW3PwZfL83W6,12300
Mstislav Rostropovich,50hiYMhi0g77BOkkQ4zebB,493700
National Philharmonic Orchestra,2Ek1WGW7WeyDoxsZiu0AAd,906000
Richard Bonynge,6JAPOSeaWl61UBRKZYgAeZ,864500
Prasanna,2r6h7HtxCQtmG3jfXs2ZmZ,1100000
Namitha Babu,1TEV1vdNSAsuSHdpabDPeb,546500
Andrea Bocelli,3EA9hVIzKfFiQI0Kikz2wo,9400000
Chris Botti,3eFo5fMv53RYZBYlvT5Z6a,531400
Reba McEntire,02rd0anEWfMtF7iMku9uor,3100000
Erik Satie,459INk8vcC0ebEef82WjIK,3900000
Franz Schubert,2p0UyoPfYfI76PCStuXfOP,2600000
Burak Çebi,7JWaod68iHqJ1VdnOLLV8d,99
Mischa Maisky,6rlVhQqS15yJMO4DZqrq6I,567600
Pavel Gililov,5D9mKDCGUc4MzgkPq2EikW,126300
Anne Queffélec,0VzF0TRE4XHQiTqDrEmvW1,127200
Zürcher Kammerorchester,33cajGDdkhowQ8hiuEucXM,441500
Evgeny Kissin,71kYWgqr6eHLOZj6u3JTuJ,357300
Los Angeles Philharmonic,6yeL5iw4hXNZtd8T7FOoFU,551700
Gustavo Dudamel,0cxXnDhpgxcMMkKddhORHY,684600
Orchestre Symphonique de Montréal,4AcXapei4U7xnWecv9AEBd,409500
Arlington High School Philharmonia Strings,3jdZfnnE3y5d4iN6ixRQu8,81
Jonathan Handman,3OY7h6SUA68ygwtz67oAtW,38
James Levine,4qFQgEF1rg6a9WvJM0MQIa,334100
A. Kanyakumari,1KpLrWibd8HAU54JqTgEaH,15000
Janardan Mitta,2TEo02wv1MCf0u7KbBLiff,6300
Priya Sisters,78qmjdCxeGrzTTPSlvieS7,294800
Camille Saint-Saëns,436sYg6CZhNefQJogaXeK0,4200000
石丸由佳,6HJA9marzPxB20VwmLJOhz,612
Jeneba Kanneh-Mason,4N1PbaBSiRha6yzEmdwcCZ,1100000
Kanako Yanagida,0P9mSF2pzv2aCNIxZViSu6,6
Kentaro Ifuku,6SGlFixqNI2FN6iw02s00D,6
Daniel Reichert,3xbWANvJEmIH2YDroVzi1W,14
Simon Reichert,31MTGfp2Ee4IDicb4vQVov,100
Chorus Viennensis,1oXTuUuZ4mJ1CU4XowxXwP,12900
Radu Lupu,2BoWH2w47EUxEiOuvl4mxF,182400
Edvard Grieg,5ihY290YPGc3aY2xTyx7Gy,2400000
Alfons Kontarsky,62by2vB4gAwHbrCGmh8Tbc,41200
Aloys Kontarsky,3mabOGxmXQo74MHWrzsJlz,39800
Karl Böhm,3fyr5uksidSlLzsUjRIz5A,385400
Johannes Brahms,5wTAi7QkpP6kp8a54lmTOq,2900000
Erwin Ortner,1wKberIIAiAPoIaVcjdbDg,3700
Arnold Schönberg Choir,6pq4kkWyXJafhPfFRg6WsL,4200
Camille Thomas,4jr0QTGJnWJNUPeHjju3RD,369700
Brussels Philharmonic,5Rg1unDkJrxrTV08BKoFrP,408400
Mathieu Herzog,3KWR1j2ruhV2I6uJQGDuJC,197400
Yanica Hristova,1O4mtXlZiYq8fQQU92Uq2L,3
Pascal Rogé,5X5cGjYEmKnuihYXEePQcs,603000
Cristina Ortiz,36BgOKslOMQpqjTGn9wSuY,423800
London Sinfonietta,68kuKZp7yrgzZpoh5m6dWA,467600
Leander High School Wind Ensemble,6r5K1Z5AKj0dXdPXgqf65V,38
Robert Selaiden,0bQuE8iO2ImgI9fLq9QuyM,29
Dietrich Fischer-Dieskau,10CN8N2O3FlGlPVJWBiu5D,101200
Hartmut Höll,0H9HCqWNZ47Sl7JvsAnJ8o,8000
Eva Knardahl,00e2zNalQ8CEZ9mCFqRu8O,3100
Harriet Krijgh,5V9Qpd9ZLs4gcrADy24ABP,411400
Magda Amara,2Up5WVjoeitdvQLxE6aZzP,8300
Karin Lechner,5J4H8Y348MUCgJnk0tmceZ,4700
Jessye Norman,0zdBW3w3XzBuPMUEiarUUw,69900
Wolfram Christ,43QU3aNgNZubtmd0MSOLTX,3800
George Frideric Handel,1QL7yTHrdahRMpvNtn6rI2,2500000
Posaunenquintett Berlin,1qgefVVyoGHSTcVpCL8SVN,584
John Alldis Choir,1c0LUqvKTiWVsdrIn4LTZz,658600
Gothenburg Symphony Orchestra,1XaPI6thQ3zTKqIU6sCvd2,347800
Neeme Järvi,5UHZvYJA0aPcJSLYkYAeps,544400
The English Concert Choir,04aMNLu6adfcRyh59eta7f,18500
Robert Schumann,2UqjDAXnDxejEyE0CzfUrZ,1900000
Alfred Brendel,5vBh0nve44zwwVF5KWtCwA,664300
Pavel Nersessian,4sNM92JWBNgucONIxUMHMt,20
Nelson Freire,22jDZXnu8F1BNH63ujGkT3,199400
Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,2400000
Marko Stuparevic,6d2psbTdZqgrPIFx8SypWI,7
Talistrio,,
London Early Opera,3xvKx7a4udfl3sLoXci3Jw,2500
Bridget Cunningham,62VJdMRfYUB0n9aCWXGY4V,156
Howard Crook,1mAP7NHIicuF4oLccc1rCa,25300
The Cambridge Buskers,1mHZCAq1DvTttRYKH1SImp,694
Swetha Raj,6hkdZtmJeubhfVXsJeSXdF,23600
Mahesh Raghvan,3pIP5lTDPYWqjrjJeHeosi,229400
Rajani Shridhar,5CbuLVkgNJEIAumY3gYBPj,51
Jacob David,2ClAWj3iKUlyddnvR6faUP,240600
Vedavathi Prabhakar,1XpDO0yV4fSvEHyfeTy6vP,26200
CHAYA DEVI,,
Radha Viswanathan,1IAW3zc42QrGrZZEsTB9ft,494900
Rahul Deshpande,05TsqmnjBF2zgaB11M5tlT,276000
Vasantrao Deshpande,09smRvEwonFPNjNBuidYYL,215900
Pandit Jasraj,6vvIQFcpGLIum7HYhYwNx0,409800
Aanandi Joshi,7qj8b5tuzeSkb4ff01h5rJ,1000000
T. R. Mahalingam,3pIIEzoMgZiupDQsu0CucU,56800
Bhimsen Joshi,5MHTQcUQIhxhZdB6Glwmmk,367300
Rattan Mohan Sharma,4C23kiP2TYGyv6iZ7qQn3l,224100
Nithyasree Mahadevan,6UPWm7jqlonf0Xy4EB3x2m,1400000
Sharanya Srinivas,26tzHBE89rz5MSLeSi3qsB,281700
Darbuka Siva,5t97rjifUl8d4HNwSzbCv9,3300000
Franz Liszt,1385hLNbrnbCJGokfH2ac2,2800000
YUNDI,1T6BHJnhY5xIVvZKzV5f2u,158800
Luciano Pavarotti,0Y8KmFkKOgJybpVobn1onU,3300000
Kurt Herbert Adler,6hiFukbNj4yzxTtQ2CrUFP,87300
Gabriel Fauré,2gClsBep1tt1rv1CN210SO,2000000
Kun-Woo Paik,22B1T23YzVRPPQkvN6AjSX,357000
Jorge Bolet,5qkuXNIdGoT8rdwHc3XTGE,0
Antonín Dvořák,6n7nd5iceYpXVwcx8VPpxF,2300000
Emerson String Quartet,4IBl8k6ZsBagsI5zRjyXH7,140500
Daniil Trifonov,1fUhTALoWXPL6PZSkKImY9,1100000
Yuja Wang,7HUNjWo242UAVHZvj9zk4w,717100
Leonard Bernstein,2LmyJyCF5V1eQyvHgJNbTn,1500000
Paul Lewis,4LYCuV8d6rylb6zjv2k03l,894600
Ajoy Chakrabarty,6Xg6qVSMnpyFFBf8mtuUrR,72300
Parveen Sultana,6icHDJ25LIt9b8hyW6Zm6e,105900
Manik Varma,4k8m5RbGgjq2UDlYve5qNV,85100
Niladri Kumar,3Qol2r2jehhR5yKbmk1Dg4,3700000
Sikkil Gurucharan,2n5XFSvKch0WL1A066NLFt,22100
M. Balamuralikrishna,4OTsinUjquvK195Hgs3u8I,104800
Giacomo Puccini,0OzxPXyowUEQ532c9AmHUR,1900000
Giuseppe Verdi,1JOQXgYdQV2yfrhewqx96o,2100000
Vincenzo Ciliberti,0oaxpeiI2CUFtWoIn6x7CJ,16
Felix Mendelssohn,6MF58APd3YV72Ln2eVg710,1600000
Henrik Måwe,1WCGM94WQwqQnisq2QEOHl,64200
Dream Theater,2aaLAng2L2aWD2FClzwiep,1500000
Jeffrey Tate,08C4m48uN8PsFIPgTS1KqK,301200
Katia Labèque,5Pj7u76MK9VDyzDiAyYPSL,646800
Marielle Labèque,4Xo09YXm0lIRA80IVUTe09,641700
Maurice Ravel,17hR0sYHpx7VYTMRfFUOmY,1800000
Yukie Nagai,771iICjTPiBeKas4ZdczlC,669
Mirella Freni,5dz9lXIYillOvg5xH0t5EN,142200
Randall Goosby,1wgIWZ93QjeVdMO6k6Cy6K,120800
Zhu Wang,3z5WrAR67znbCVkXjFKM6Q,33400
Andreas Ottensamer,2ArlRtVzTxoRTY58C8kA0T,87100
Schumann Quartett,0QyOyCDcUJxl5IEHV5Ybsr,28300
Gunars Upatnieks,4O1jqTRm1Z8JqBZ6onpeua,27500
Christopher Herrick,5FMLbvy0kbuHZEGtnAKE00,1800
Simon Preston,2w0dRPpzDTNYZmV9AplCD0,250900
The Choir Of Westminster Abbey,1dDKUFwinr4kwEjiznLwdm,165400
Janine Jansen,00hfOKuZEhvKKNXmVdb1We,222100
Antonio Pappano,0xHw5qPRSEc8sUmSmXf5sw,328400
The John Alldis Choir,,
Wandsworth School Boys Choir,3Al8lu5X4j3QY40s4OIawp,597600
Zubin Mehta,3FEd0qHPFOgcpfw7bCXB4x,1100000
Chicago Symphony Chorus,18PZhbpywoKUnS1nCmXIPK,36900
Chicago Symphony Orchestra,6TD08jYeuN128P2MZTbc8E,771200
Junichi Hirokami,6ejbdTvUbRwrvzwcSj6srO,17000
Malmö Symphony Orchestra,24TyvSlEEO55MTNEJo5VFc,92400
Duo Synopsis,6TnqESgfgyxAh7ECTWYqFg,2
Michael Davis,6hZnJZ1AVWEU9c1gN7M8BP,4700
Luis Perez Canabal,3KXR1thcklZJtyAJzkS5uV,1
Central Washington University Symphony Orchestra,7qWSU2Wf9dJ4SQE13pxvRI,23
Dr. Nikolas Caoile,0DXOJFtea7LeaPTzI3hzvF,7
Kumar Gandharva,4nZmnoNMkDwdutbWCJhL22,40600
Radha Jayalakshmi,3CbJsEk6J7236SRCIWDMzR,40600
Veena Sahasrabuddhe,5u1S4wqSqEH05Aup3Z1SuO,46300
Madurai Somasundaram,5MFM9YhDZZcsVPisKKp2fD,129100
Jiří Horák,43HScyaOrzPzHaKEqEkc3x,156600
Jitendra Abhisheki,1EVeVnal9cVmVEFFBSzTWW,173000
Sangeetha Kalanidhi,0HEK993kxvcNetgOxMqXuu,42000
Pt. Jitender Abhisheki,018e7eLQ4nMRKFzNMyONoq,26900
Ajit Kadkade,1D5dS1JSxhpLBfYkQ9EMwN,269000
T. K. Murthy,5MKusTZLvb2ZDqnQsXDgiY,20000
V.V.Subramaniam,6sIwR3tKGprhJN9PMjhkTF,20000
Ramakrishnan Murthy,1b97mRI7537QfqZHhBqGlT,43200
Nelly Kokinos,6hpRhyx59f3xKAAQayjuCR,397600
RIOPY,4ytDz3A9nHcVMjEbdNSKzA,649500
Johann Pachelbel,62TD7509VQIxUe4WpwO0s3,2400000
Gregor Simon,0dsbs6wzVYpl7gUUSCn8VE,13
Jean Sibelius,7jzR5qj8vFnSu5JHaXgFEr,1200000
Hannu Norjanen,1wDzGCNuvfOwYo4ie5a2HZ,294
Friends of Sibelius,4SfMFSLpt18tAcTdEvlAoT,0
Tapiola Chamber Choir,7fZYj5RBYPiIC6xtUpy0gW,2400
CBSO Cellos,35ZY7Bd2BHf4oIO8DnXFhQ,82000
Joseph Haydn,656RXuyw7CE0dtjdPgjJV6,657200
